feature_pair,correlation_coefficient
"('amplitude__absolute_sum_of_changes', 'amplitude__linear_trend__attr_""stderr""')",0.958777524765506
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__quantile__q_0.1')",-0.9586567729230269
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__quantile__q_0.2')",-0.9586138325648675
"('amplitude__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)')",0.9585940505903178
"('amplitude__abs_energy', 'amplitude__quantile__q_0.9')",0.9585317434552914
"('amplitude__quantile__q_0.9', 'amplitude__variance')",0.958522539461515
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__standard_deviation')",0.9584193638018859
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__root_mean_square')",0.9584193638018859
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__linear_trend__attr_""stderr""')",0.9583894445292166
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.9583553009477156
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4', 'amplitude__cid_ce__normalize_False')",0.9582296732327411
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0', 'amplitude__cid_ce__normalize_False')",0.9581725164121727
"('amplitude__abs_energy', 'amplitude__quantile__q_0.7')",0.9581689677423152
"('amplitude__quantile__q_0.7', 'amplitude__variance')",0.9581518441062017
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6', 'amplitude__quantile__q_0.8')",0.9581515044540045
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2', 'amplitude__variance')",0.9580736635281546
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2')",0.9580483726076016
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""', 'amplitude__quantile__q_0.9')",0.9580041013532203
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9579958313874962
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2')",0.9579447625733641
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__cid_ce__normalize_False')",0.9578743430581157
"('amplitude__quantile__q_0.2', 'amplitude__root_mean_square')",-0.9577844947337593
"('amplitude__quantile__q_0.2', 'amplitude__standard_deviation')",-0.9577844947337593
"('amplitude__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)')",0.9575868472357907
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""')",0.9575798256776441
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4', 'amplitude__mean_abs_change')",0.957514844869878
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.957514844869878
"('amplitude__absolute_sum_of_changes', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9574813028996512
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.9573924632884839
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0', 'amplitude__variance')",0.9572156735355476
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0')",0.9571887859427834
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__quantile__q_0.8')",0.9571290073935652
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__quantile__q_0.8')",0.9570877359091349
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__quantile__q_0.8')",0.9569391581576293
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__quantile__q_0.1')",-0.9569350752125919
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0')",0.9568938204013409
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9568431801316146
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6')",0.9568207017735586
"('amplitude__ar_coefficient__coeff_4__k_10', 'amplitude__ar_coefficient__coeff_8__k_10')",0.9567034832874147
"('amplitude__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)')",0.9565808840077387
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6')",0.9565796215862048
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__quantile__q_0.2')",-0.9563547941085082
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4', 'amplitude__root_mean_square')",0.956348542043996
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4', 'amplitude__standard_deviation')",0.9563485420439959
"('amplitude__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)')",0.9562406672966827
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__quantile__q_0.8')",0.9561479473819368
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0', 'amplitude__cid_ce__normalize_False')",0.9561311375617643
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2')",0.955917659506425
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0')",0.955904216737134
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0')",0.9558840237297155
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4')",0.9557246682987354
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0')",0.9556620547042578
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4', 'amplitude__variance')",0.955629918729351
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9556034946251901
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0')",0.9555343576855909
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__cid_ce__normalize_False')",0.9555274668011934
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4')",0.9555180292445596
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2')",0.9555093604633208
"('amplitude__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)')",0.9554023675803576
"('amplitude__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)')",0.9553703870075066
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min""')",0.9552046863030068
"('amplitude__fft_coefficient__attr_""imag""__coeff_1', 'amplitude__linear_trend__attr_""intercept""')",-0.9551111627340715
"('amplitude__fft_coefficient__attr_""imag""__coeff_1', 'amplitude__linear_trend__attr_""slope""')",0.9551033442910994
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.955024980369646
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.95501013141654
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9550047089338685
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4')",0.9548837118843714
"('amplitude__ar_coefficient__coeff_2__k_10', 'amplitude__ar_coefficient__coeff_6__k_10')",0.954849921939178
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__linear_trend__attr_""stderr""')",0.9547710121605335
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.9547710012780627
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2')",0.9546837386370286
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__standard_deviation')",0.9546255460074989
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__root_mean_square')",0.9546255460074989
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4')",0.9545896949454017
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9543658925570939
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""imag""__coeff_1')",-0.9542390373354722
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""')",0.9541213443479993
"('amplitude__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)')",0.9539906416519972
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4')",0.9539112099393865
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.953826847323144
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0')",0.9537644220617599
"('amplitude__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""imag""__coeff_1')",0.9536857685661042
"('amplitude__fourier_entropy__bins_10', 'amplitude__fourier_entropy__bins_5')",0.9536774492162594
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0')",0.9534664535893838
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""')",0.9534204351286901
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0')",0.9534053491487514
"('amplitude__index_mass_quantile__q_0.3', 'amplitude__index_mass_quantile__q_0.4')",0.9533797193168415
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""')",0.9531187071484132
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__quantile__q_0.9')",0.9530888581909004
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""')",0.9530596557667514
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__variance')",0.9530382963025761
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4')",0.9530167458265585
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2')",0.9529575750871314
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__standard_deviation')",0.9528891246956682
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__root_mean_square')",0.9528891246956682
"('amplitude__mean_abs_change', 'amplitude__standard_deviation')",0.9527947091306159
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__standard_deviation')",0.9527947091306159
"('amplitude__mean_abs_change', 'amplitude__root_mean_square')",0.9527947091306157
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__root_mean_square')",0.9527947091306157
"('amplitude__absolute_sum_of_changes', 'amplitude__standard_deviation')",0.9527912734414867
"('amplitude__absolute_sum_of_changes', 'amplitude__root_mean_square')",0.9527912734414867
"('amplitude__linear_trend__attr_""stderr""', 'amplitude__quantile__q_0.2')",-0.9527247484981977
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""imag""__coeff_1')",-0.9526854720871952
"('amplitude__quantile__q_0.8', 'amplitude__root_mean_square')",0.9525635106221695
"('amplitude__quantile__q_0.8', 'amplitude__standard_deviation')",0.9525635106221695
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__variance')",0.9525292353261585
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2')",0.95251374482271
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0')",0.9523813046155643
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9523743192667635
"('amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""', 'amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""min""')",0.9523243537565033
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0')",0.9523228268370935
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9523057865975775
"('amplitude__abs_energy', 'amplitude__standard_deviation')",0.9522078320244408
"('amplitude__abs_energy', 'amplitude__root_mean_square')",0.9522078320244407
"('amplitude__root_mean_square', 'amplitude__variance')",0.9521929145500581
"('amplitude__standard_deviation', 'amplitude__variance')",0.9521929145500581
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__variance')",0.952151834963098
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2')",0.9521388515959613
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2')",0.9520701275816166
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__quantile__q_0.2')",-0.9519797914513816
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6')",0.9517942337789826
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""', 'amplitude__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""')",0.9517332020057215
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0', 'amplitude__variance')",0.9517302562890514
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0')",0.951705289451329
"('amplitude__cid_ce__normalize_False', 'amplitude__linear_trend__attr_""stderr""')",0.9516778857072287
"('amplitude__index_mass_quantile__q_0.8', 'amplitude__index_mass_quantile__q_0.9')",0.9516358525096154
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4')",0.951595081714446
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.9515652190502955
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""')",0.9515628635025654
"('amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max""')",0.9513636945801549
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.9513472089227897
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0', 'amplitude__mean_abs_change')",0.9513472089227897
"('amplitude__absolute_sum_of_changes', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.9513134224744343
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6', 'amplitude__quantile__q_0.2')",-0.9509917179698614
"('amplitude__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""imag""__coeff_1')",0.9509612122009973
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__variance')",0.9506537522995642
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2')",0.9506520745576181
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0')",0.9506412941052081
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6')",0.9505903946389238
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2')",0.9505212319104298
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.9502682293820784
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.9502676984530283
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9502371514694902
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9502228896045314
"('amplitude__ar_coefficient__coeff_7__k_10', 'amplitude__ar_coefficient__coeff_9__k_10')",0.9500042760513544
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4')",0.949990606898173
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4', 'amplitude__quantile__q_0.1')",-0.9499874782813498
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0')",0.9498052502719637
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__mean_abs_change')",0.9498052502719637
"('amplitude__absolute_sum_of_changes', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""')",0.9497779091015864
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0')",0.9493387184611921
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.9492150832548472
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__standard_deviation')",0.9488846929091683
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__root_mean_square')",0.948884692909168
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4', 'amplitude__quantile__q_0.9')",0.9488684046655452
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.948815318841198
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0')",0.9487500695003762
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2')",0.948615997496956
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__linear_trend__attr_""stderr""')",0.9485298687597875
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__quantile__q_0.3')",-0.948193804964803
"('amplitude__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)')",0.9481233887239308
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6', 'amplitude__variance')",0.9480737442942063
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6')",0.9480577031259025
"('amplitude__linear_trend__attr_""stderr""', 'amplitude__quantile__q_0.8')",0.9479000404104786
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2')",0.9478692200513761
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0')",0.9478217320251707
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6', 'amplitude__quantile__q_0.3')",-0.9477165013197192
"('amplitude__abs_energy', 'amplitude__linear_trend__attr_""stderr""')",0.9475797080782676
"('amplitude__linear_trend__attr_""stderr""', 'amplitude__variance')",0.9475739435509454
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9474872519108943
"('amplitude__mean_abs_change', 'amplitude__quantile__q_0.1')",-0.9474181235756343
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__quantile__q_0.1')",-0.9474181235756343
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""')",0.947412067811923
"('amplitude__absolute_sum_of_changes', 'amplitude__quantile__q_0.1')",-0.947405672389711
"('amplitude__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)')",0.9474039989165901
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""')",0.9473034530630399
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4')",0.9470865186950057
"('amplitude__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)')",0.9469590984264071
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9469341740720141
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""')",0.9467379281927542
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""', 'amplitude__quantile__q_0.2')",-0.9467304312061591
