id,datetime,station,channel,event_mseed,filename,label
1507,2017-10-31 15:09:21.223,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171031 1509 21.223000.mseed,20171031 1509 21.223000.mseed,0
1508,2017-10-31 16:00:53.782,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171031 1600 53.782000.mseed,20171031 1600 53.782000.mseed,0
1508,2017-10-31 16:00:54.044,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171031 1600 54.044000.mseed,20171031 1600 54.044000.mseed,0
1508,2017-10-31 16:00:54.376,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171031 1600 54.376000.mseed,20171031 1600 54.376000.mseed,0
1509,2017-10-31 16:35:35.487,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171031 1635 35.487000.mseed,20171031 1635 35.487000.mseed,0
1510,2017-10-31 18:33:42.317,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171031 1833 42.317000.mseed,20171031 1833 42.317000.mseed,0
1510,2017-10-31 18:33:42.631,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171031 1833 42.631000.mseed,20171031 1833 42.631000.mseed,0
1511,2017-10-31 19:21:44.944,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171031 1921 44.944000.mseed,20171031 1921 44.944000.mseed,0
1511,2017-10-31 19:21:44.540,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171031 1921 44.540000.mseed,20171031 1921 44.540000.mseed,0
1512,2017-10-31 20:27:45.751,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171031 2027 45.751000.mseed,20171031 2027 45.751000.mseed,0
1512,2017-10-31 20:27:46.077,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171031 2027 46.077000.mseed,20171031 2027 46.077000.mseed,0
1513,2017-10-31 20:29:15.251,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171031 2029 15.251000.mseed,20171031 2029 15.251000.mseed,0
1514,2017-10-31 20:47:42.808,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171031 2047 42.808000.mseed,20171031 2047 42.808000.mseed,0
1514,2017-10-31 20:47:43.100,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171031 2047 43.100000.mseed,20171031 2047 43.100000.mseed,0
1515,2017-10-31 21:27:37.374,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171031 2127 37.374000.mseed,20171031 2127 37.374000.mseed,0
1516,2017-10-31 22:17:06.323,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171031 2217 06.323000.mseed,20171031 2217 06.323000.mseed,0
1516,2017-10-31 22:17:06.652,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171031 2217 06.652000.mseed,20171031 2217 06.652000.mseed,0
1517,2017-11-01 00:01:07.079,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 0001 07.079000.mseed,20171101 0001 07.079000.mseed,0
1517,2017-11-01 00:01:06.500,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0001 06.500000.mseed,20171101 0001 06.500000.mseed,0
1517,2017-11-01 00:01:06.033,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0001 06.033000.mseed,20171101 0001 06.033000.mseed,0
1517,2017-11-01 00:01:05.853,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0001 05.853000.mseed,20171101 0001 05.853000.mseed,0
1518,2017-11-01 00:12:24.115,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0012 24.115000.mseed,20171101 0012 24.115000.mseed,0
1518,2017-11-01 00:12:24.231,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0012 24.231000.mseed,20171101 0012 24.231000.mseed,0
1518,2017-11-01 00:12:24.365,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0012 24.365000.mseed,20171101 0012 24.365000.mseed,0
1519,2017-11-01 00:32:18.975,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0032 18.975000.mseed,20171101 0032 18.975000.mseed,0
1519,2017-11-01 00:32:19.359,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 0032 19.359000.mseed,20171101 0032 19.359000.mseed,0
1519,2017-11-01 00:32:19.400,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0032 19.400000.mseed,20171101 0032 19.400000.mseed,0
1519,2017-11-01 00:32:19.417,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0032 19.417000.mseed,20171101 0032 19.417000.mseed,0
1520,2017-11-01 00:59:13.922,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0059 13.922000.mseed,20171101 0059 13.922000.mseed,0
1520,2017-11-01 00:59:13.469,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0059 13.469000.mseed,20171101 0059 13.469000.mseed,0
1520,2017-11-01 00:59:13.176,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0059 13.176000.mseed,20171101 0059 13.176000.mseed,0
1520,2017-11-01 00:59:13.330,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0059 13.330000.mseed,20171101 0059 13.330000.mseed,0
1521,2017-11-01 01:53:41.556,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 0153 41.556000.mseed,20171101 0153 41.556000.mseed,0
1521,2017-11-01 01:53:42.030,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0153 42.030000.mseed,20171101 0153 42.030000.mseed,0
1521,2017-11-01 01:53:42.659,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0153 42.659000.mseed,20171101 0153 42.659000.mseed,0
1521,2017-11-01 01:53:42.697,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0153 42.697000.mseed,20171101 0153 42.697000.mseed,0
1522,2017-11-01 02:13:08.918,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0213 08.918000.mseed,20171101 0213 08.918000.mseed,0
1522,2017-11-01 02:13:09.019,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 0213 09.019000.mseed,20171101 0213 09.019000.mseed,0
1522,2017-11-01 02:13:09.436,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0213 09.436000.mseed,20171101 0213 09.436000.mseed,0
1522,2017-11-01 02:13:09.522,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0213 09.522000.mseed,20171101 0213 09.522000.mseed,0
1522,2017-11-01 02:13:09.710,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0213 09.710000.mseed,20171101 0213 09.710000.mseed,2
1523,2017-11-01 02:21:47.243,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0221 47.243000.mseed,20171101 0221 47.243000.mseed,0
1523,2017-11-01 02:21:46.289,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0221 46.289000.mseed,20171101 0221 46.289000.mseed,0
1524,2017-11-01 04:25:42.374,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0425 42.374000.mseed,20171101 0425 42.374000.mseed,0
1524,2017-11-01 04:25:42.573,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0425 42.573000.mseed,20171101 0425 42.573000.mseed,0
1524,2017-11-01 04:25:43.130,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0425 43.130000.mseed,20171101 0425 43.130000.mseed,0
1524,2017-11-01 04:25:43.421,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0425 43.421000.mseed,20171101 0425 43.421000.mseed,0
1525,2017-11-01 05:20:12.831,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0520 12.831000.mseed,20171101 0520 12.831000.mseed,0
1525,2017-11-01 05:20:12.984,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0520 12.984000.mseed,20171101 0520 12.984000.mseed,0
1525,2017-11-01 05:20:13.151,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0520 13.151000.mseed,20171101 0520 13.151000.mseed,0
1525,2017-11-01 05:20:13.462,REND,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\REND\20171101 0520 13.462000.mseed,20171101 0520 13.462000.mseed,0
1527,2017-11-01 05:46:40.884,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 0546 40.884000.mseed,20171101 0546 40.884000.mseed,0
1527,2017-11-01 05:46:40.477,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0546 40.477000.mseed,20171101 0546 40.477000.mseed,0
1527,2017-11-01 05:46:39.621,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0546 39.621000.mseed,20171101 0546 39.621000.mseed,0
1528,2017-11-01 05:47:40.344,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0547 40.344000.mseed,20171101 0547 40.344000.mseed,0
1528,2017-11-01 05:47:40.620,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0547 40.620000.mseed,20171101 0547 40.620000.mseed,0
1528,2017-11-01 05:47:40.699,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 0547 40.699000.mseed,20171101 0547 40.699000.mseed,0
1529,2017-11-01 06:24:16.540,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0624 16.540000.mseed,20171101 0624 16.540000.mseed,0
1529,2017-11-01 06:24:20.519,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0624 20.519000.mseed,20171101 0624 20.519000.mseed,0
1529,2017-11-01 06:24:20.637,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 0624 20.637000.mseed,20171101 0624 20.637000.mseed,0
1529,2017-11-01 06:24:21.053,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0624 21.053000.mseed,20171101 0624 21.053000.mseed,2
1529,2017-11-01 06:24:22.436,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0624 22.436000.mseed,20171101 0624 22.436000.mseed,0
1530,2017-11-01 06:26:46.423,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0626 46.423000.mseed,20171101 0626 46.423000.mseed,0
1530,2017-11-01 06:26:46.144,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0626 46.144000.mseed,20171101 0626 46.144000.mseed,0
1530,2017-11-01 06:26:45.900,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0626 45.900000.mseed,20171101 0626 45.900000.mseed,0
1531,2017-11-01 06:44:03.650,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0644 03.650000.mseed,20171101 0644 03.650000.mseed,0
1531,2017-11-01 06:44:03.900,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0644 03.900000.mseed,20171101 0644 03.900000.mseed,0
1531,2017-11-01 06:44:04.301,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0644 04.301000.mseed,20171101 0644 04.301000.mseed,0
1531,2017-11-01 06:44:04.832,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0644 04.832000.mseed,20171101 0644 04.832000.mseed,0
1531,2017-11-01 06:44:05.400,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 0644 05.400000.mseed,20171101 0644 05.400000.mseed,0
1532,2017-11-01 06:45:20.350,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0645 20.350000.mseed,20171101 0645 20.350000.mseed,0
1532,2017-11-01 06:45:19.920,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0645 19.920000.mseed,20171101 0645 19.920000.mseed,0
1532,2017-11-01 06:45:20.651,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 0645 20.651000.mseed,20171101 0645 20.651000.mseed,0
1532,2017-11-01 06:45:19.244,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0645 19.244000.mseed,20171101 0645 19.244000.mseed,0
1532,2017-11-01 06:45:19.641,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0645 19.641000.mseed,20171101 0645 19.641000.mseed,0
1533,2017-11-01 07:08:46.855,REND,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\REND\20171101 0708 46.855000.mseed,20171101 0708 46.855000.mseed,0
1533,2017-11-01 07:08:47.202,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0708 47.202000.mseed,20171101 0708 47.202000.mseed,0
1533,2017-11-01 07:08:47.489,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0708 47.489000.mseed,20171101 0708 47.489000.mseed,0
1533,2017-11-01 07:08:47.599,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0708 47.599000.mseed,20171101 0708 47.599000.mseed,0
1533,2017-11-01 07:08:47.968,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0708 47.968000.mseed,20171101 0708 47.968000.mseed,0
1534,2017-11-01 08:33:15.728,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0833 15.728000.mseed,20171101 0833 15.728000.mseed,0
1534,2017-11-01 08:33:15.324,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0833 15.324000.mseed,20171101 0833 15.324000.mseed,0
1534,2017-11-01 08:33:15.528,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0833 15.528000.mseed,20171101 0833 15.528000.mseed,0
1534,2017-11-01 08:33:15.555,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0833 15.555000.mseed,20171101 0833 15.555000.mseed,0
1534,2017-11-01 08:33:16.221,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 0833 16.221000.mseed,20171101 0833 16.221000.mseed,0
1535,2017-11-01 08:35:09.754,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 0835 09.754000.mseed,20171101 0835 09.754000.mseed,0
1535,2017-11-01 08:35:09.511,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 0835 09.511000.mseed,20171101 0835 09.511000.mseed,0
1535,2017-11-01 08:35:08.199,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 0835 08.199000.mseed,20171101 0835 08.199000.mseed,0
1535,2017-11-01 08:35:09.160,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 0835 09.160000.mseed,20171101 0835 09.160000.mseed,0
1535,2017-11-01 08:35:09.461,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 0835 09.461000.mseed,20171101 0835 09.461000.mseed,0
1536,2017-11-01 10:07:41.713,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 1007 41.713000.mseed,20171101 1007 41.713000.mseed,0
1536,2017-11-01 10:07:42.655,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 1007 42.655000.mseed,20171101 1007 42.655000.mseed,0
1536,2017-11-01 10:07:42.755,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 1007 42.755000.mseed,20171101 1007 42.755000.mseed,0
1537,2017-11-01 10:18:11.559,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 1018 11.559000.mseed,20171101 1018 11.559000.mseed,0
1537,2017-11-01 10:18:11.699,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 1018 11.699000.mseed,20171101 1018 11.699000.mseed,0
1537,2017-11-01 10:18:11.732,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 1018 11.732000.mseed,20171101 1018 11.732000.mseed,0
1537,2017-11-01 10:18:12.321,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 1018 12.321000.mseed,20171101 1018 12.321000.mseed,0
1537,2017-11-01 10:18:12.897,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 1018 12.897000.mseed,20171101 1018 12.897000.mseed,0
1538,2017-11-01 10:29:09.455,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 1029 09.455000.mseed,20171101 1029 09.455000.mseed,0
1538,2017-11-01 10:29:09.031,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 1029 09.031000.mseed,20171101 1029 09.031000.mseed,0
1538,2017-11-01 10:29:08.427,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 1029 08.427000.mseed,20171101 1029 08.427000.mseed,0
1538,2017-11-01 10:29:07.809,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 1029 07.809000.mseed,20171101 1029 07.809000.mseed,0
1539,2017-11-01 10:42:15.785,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 1042 15.785000.mseed,20171101 1042 15.785000.mseed,0
1539,2017-11-01 10:42:17.490,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 1042 17.490000.mseed,20171101 1042 17.490000.mseed,0
1539,2017-11-01 10:42:17.622,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 1042 17.622000.mseed,20171101 1042 17.622000.mseed,0
1539,2017-11-01 10:42:18.002,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 1042 18.002000.mseed,20171101 1042 18.002000.mseed,0
1539,2017-11-01 10:42:19.567,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 1042 19.567000.mseed,20171101 1042 19.567000.mseed,0
1540,2017-11-01 10:43:30.559,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 1043 30.559000.mseed,20171101 1043 30.559000.mseed,0
1540,2017-11-01 10:43:28.778,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 1043 28.778000.mseed,20171101 1043 28.778000.mseed,0
1540,2017-11-01 10:43:28.534,REND,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\REND\20171101 1043 28.534000.mseed,20171101 1043 28.534000.mseed,0
1540,2017-11-01 10:43:28.486,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 1043 28.486000.mseed,20171101 1043 28.486000.mseed,0
1540,2017-11-01 10:43:28.314,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 1043 28.314000.mseed,20171101 1043 28.314000.mseed,0
1540,2017-11-01 10:43:28.159,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 1043 28.159000.mseed,20171101 1043 28.159000.mseed,0
1541,2017-11-01 10:44:34.822,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 1044 34.822000.mseed,20171101 1044 34.822000.mseed,0
1541,2017-11-01 10:44:35.020,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 1044 35.020000.mseed,20171101 1044 35.020000.mseed,0
1541,2017-11-01 10:44:35.127,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 1044 35.127000.mseed,20171101 1044 35.127000.mseed,0
1541,2017-11-01 10:44:35.261,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 1044 35.261000.mseed,20171101 1044 35.261000.mseed,3
1541,2017-11-01 10:44:35.451,REND,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\REND\20171101 1044 35.451000.mseed,20171101 1044 35.451000.mseed,0
1541,2017-11-01 10:44:35.678,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 1044 35.678000.mseed,20171101 1044 35.678000.mseed,0
1542,2017-11-01 10:45:50.404,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 1045 50.404000.mseed,20171101 1045 50.404000.mseed,0
1542,2017-11-01 10:45:50.035,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 1045 50.035000.mseed,20171101 1045 50.035000.mseed,3
1543,2017-11-01 11:00:34.777,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 1100 34.777000.mseed,20171101 1100 34.777000.mseed,0
1543,2017-11-01 11:00:35.193,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 1100 35.193000.mseed,20171101 1100 35.193000.mseed,0
1543,2017-11-01 11:00:36.062,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171101 1100 36.062000.mseed,20171101 1100 36.062000.mseed,0
1543,2017-11-01 11:00:36.635,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 1100 36.635000.mseed,20171101 1100 36.635000.mseed,0
1543,2017-11-01 11:00:36.947,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171101 1100 36.947000.mseed,20171101 1100 36.947000.mseed,0
1544,2017-11-01 11:02:38.759,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171101 1102 38.759000.mseed,20171101 1102 38.759000.mseed,0
1544,2017-11-01 11:02:38.339,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171101 1102 38.339000.mseed,20171101 1102 38.339000.mseed,0
1544,2017-11-01 11:02:38.656,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171101 1102 38.656000.mseed,20171101 1102 38.656000.mseed,0
